text,rating,Anonymized_Text,Masked_Text,Classification_Result
The place was crowded when we first went. We preferred chocolate croissants. It was fresh and beautiful.,4,The place was crowded when we first went. We preferred chocolate croissants. It was fresh and beautiful.,The place was crowded when we first went. We preferred chocolate croissants. It was fresh and beautiful.,POSITIVE
Three of us went and had Avocado & Poached Eggs; Sausage Scrambled Eggs; Mushroom Scrambled Egg Croissant. I didn't like the avocado croissant because I don't like avocados.,4,Three of us went and had Avocado & Poached Eggs; Sausage Scrambled Eggs; Mushroom Scrambled Egg Croissant. I didn't like the avocado croissant because I don't like avocados.,Three of us went and had Avocado & Poached Eggs; Sausage Scrambled Eggs; Mushroom Scrambled Egg Croissant. I didn't like the avocado croissant because I don't like avocados.,NEGATIVE
It's a very enjoyable place. The croissants are amazing! The butter feels very good in mouth; it is crunchy. Salty and sweet; they're all great.,5,It's a very enjoyable place. The croissants are amazing! The butter feels very good in mouth; it is crunchy. Salty and sweet; they're all great.,It's a very enjoyable place. The croissants are amazing! The butter feels very good in mouth; it is crunchy. Salty and sweet; they're all great.,POSITIVE
I recommend..,5,I recommend..,I recommend..,POSITIVE
Wonderful. The amount of butter used in the croissant was so good that it never lost its taste and crunch. The coffee was fresh and of good quality.,5,Wonderful. The amount of butter used in the croissant was so good that it never lost its taste and crunch. The coffee was fresh and of good quality.,Wonderful. The amount of butter used in the croissant was so good that it never lost its taste and crunch. The coffee was fresh and of good quality.,POSITIVE
Cheesecakes are a price / performance product; if they have it; you have to try it immediately. The teas were also very good.,5,Cheesecakes are a price / performance product; if they have it; you have to try it immediately. The teas were also very good.,Cheesecakes are a price / performance product; if they have it; you have to try it immediately. The teas were also very good.,POSITIVE
It was too busy for a Monday. We waited 45 minutes.,3,It was too busy for a <DATE_TIME_6>. We waited 45 minutes.,It was too busy for a <DATE_TIME_6>. We waited 45 minutes.,NEGATIVE
The waiters were indifferent; I was not satisfied.,4,The waiters were indifferent; I was not satisfied.,The waiters were indifferent; I was not satisfied.,NEGATIVE
The croissants were delicious but tasted a bit bitter due to overcooking. The croissant with adjika was excellent. But we waited a long time,4,The croissants were delicious but tasted a bit bitter due to overcooking. The croissant with adjika was excellent. But we waited a long time,The croissants were delicious but tasted a bit bitter due to overcooking. The croissant with adjika was excellent. But we waited a long time,NEGATIVE
You wait in line for 20-50 minutes when you leave. Eating the poached egg croissant left a strange feeling in the mouth. Egg with mushrooms was unsalted.,3,You wait in line for 20-50 minutes when you leave. Eating the poached egg croissant left a strange feeling in the mouth. Egg with mushrooms was unsalted.,You wait in line for 20-50 minutes when you leave. Eating the poached egg croissant left a strange feeling in the mouth. Egg with mushrooms was unsalted.,NEGATIVE
Each mussel costs 7 liras. The place is big can sit inside and outside. There is a Bosphorus view in the place.,4,Each mussel costs 7 liras. The place is big can sit inside and outside. There is a Bosphorus view in the place.,Each mussel costs 7 liras. The place is big can sit inside and outside. There is a Bosphorus view in the place.,POSITIVE
The kokorec and sauced mussels of this branch next to the sea are quite good.,5,The kokorec and sauced mussels of this branch next to the sea are quite good.,The kokorec and sauced mussels of this branch next to the sea are quite good.,POSITIVE
"In a word, super. No need for expensive places. Very tasty; very clean. You can sit at the tables overlooking the Bosphorus and have a pleasant and reasonably priced meal. The staff is very caring.",5,"In a word, super. No need for expensive places. Very tasty; very clean. You can sit at the tables overlooking <LOCATION_47> <LOCATION_46> and have a pleasant and reasonably priced meal. The staff is very caring.","In a word, super. No need for expensive places. Very tasty; very clean. You can sit at the tables overlooking <LOCATION_47> <LOCATION_46> and have a pleasant and reasonably priced meal. The staff is very caring.",POSITIVE
Expensive.,3,Expensive.,Expensive.,NEGATIVE
Not too good; not too bad either.,4,Not too good; not too bad either.,Not too good; not too bad either.,NEGATIVE
10 mussels + half a kokorec is 240TL. Also; the place smells like toilet.,1,10 mussels + half a kokorec is 240TL. Also; the place smells like toilet.,10 mussels + half a kokorec is 240TL. Also; the place smells like toilet.,NEGATIVE
I had the chance to try classic mussels and mussels with sauce. Both were beautiful. Kokorec was also good.,5,I had the chance to try classic mussels and mussels with sauce. Both were beautiful. Kokorec was also good.,I had the chance to try classic mussels and mussels with sauce. Both were beautiful. Kokorec was also good.,POSITIVE
Prices are a little bit high but tastes are nice.,4,Prices are a little bit high but tastes are nice.,Prices are a little bit high but tastes are nice.,POSITIVE
In a word; it is magnificent; this is the heart of mussels in Istanbul. Atom kokoreç must be tasted. The mussels with sauce are another good one..,5,In a word; it is magnificent; this is the heart of mussels in <LOCATION_18>. <PERSON_18> kokoreç must be tasted. The mussels with sauce are another good one..,In a word; it is magnificent; this is the heart of mussels in <LOCATION_18>. <PERSON_18> kokoreç must be tasted. The mussels with sauce are another good one..,POSITIVE
Taste has deteriorated compared to the past. I guess it's because he's famous. I do not recommend; you can eat betters in other restourants.,1,Taste has deteriorated compared to the past. I guess it's because he's famous. I do not recommend; you can eat betters in other restourants.,Taste has deteriorated compared to the past. I guess it's because he's famous. I do not recommend; you can eat betters in other restourants.,NEGATIVE
Magnificent view and legendary taste; and kokorec is also very good; I recommend it to everyone.,5,Magnificent view and legendary taste; and kokorec is also very good; I recommend it to everyone.,Magnificent view and legendary taste; and kokorec is also very good; I recommend it to everyone.,POSITIVE
"If you go to Trabzon, it is a place you should definitely visit. I knew it was a historical rice cooker; and it tasted great.",5,"If you go to <LOCATION_48>, it is a place you should definitely visit. I knew it was a historical rice cooker; and it tasted great.","If you go to <LOCATION_48>, it is a place you should definitely visit. I knew it was a historical rice cooker; and it tasted great.",POSITIVE
Rice and roast are delicious! The inside can be visited like a museum; the employees are friendly. It's a bit pricey though; bring cash with you.,4,Rice and roast are delicious! The inside can be visited like a museum; the employees are friendly. It's a bit pricey though; bring cash with you.,Rice and roast are delicious! The inside can be visited like a museum; the employees are friendly. It's a bit pricey though; bring cash with you.,POSITIVE
The rice was very oily but the roast was delicious. We paid 450₺ for 3 people. Prices are a little high.,3,The rice was very oily but the roast was delicious. We paid 450₺ for 3 people. Prices are a little high.,The rice was very oily but the roast was delicious. We paid 450₺ for 3 people. Prices are a little high.,POSITIVE
Dishes were really expensive.,4,Dishes were really expensive.,Dishes were really expensive.,NEGATIVE
It's just perfect; there is nothing to say.,5,It's just perfect; there is nothing to say.,It's just perfect; there is nothing to say.,POSITIVE
A very authentic place; its roasted meat and bean on the rice is legendary… 1 portion is enough.. The taste of the compote they serve is indispensable…,5,A very authentic place; its roasted meat and bean on the rice is legendary… 1 portion is enough.. The taste of the compote they serve is indispensable…,A very authentic place; its roasted meat and bean on the rice is legendary… 1 portion is enough.. The taste of the compote they serve is indispensable…,POSITIVE
2 roasted meat on rice + a ayran and a compote; a total of :220 It was nice that it was better roasted than rice.,4,2 roasted meat on rice + a ayran and a compote; a total of :220 It was nice that it was better roasted than rice.,2 roasted meat on rice + a ayran and a compote; a total of :220 It was nice that it was better roasted than rice.,POSITIVE
I tried it after the positive reviews. Its rice and compote are nice. However; there are places in the Black Sea where I ate better roast beef. It's not a place I can say you should try. Prices are reasonable. The place is nice; the service was good.,4,I tried it after the positive reviews. Its rice and compote are nice. However; there are places in <LOCATION_50> <LOCATION_49> where I ate better roast beef. It's not a place I can say you should try. Prices are reasonable. The place is nice; the service was good.,I tried it after the positive reviews. Its rice and compote are nice. However; there are places in <LOCATION_50> <LOCATION_49> where I ate better roast beef. It's not a place I can say you should try. Prices are reasonable. The place is nice; the service was good.,POSITIVE
I have never eaten such delicious roasted rice anywhere. Service presentation and environment was very very nice.,5,I have never eaten such delicious roasted rice anywhere. Service presentation and environment was very very nice.,I have never eaten such delicious roasted rice anywhere. Service presentation and environment was very very nice.,POSITIVE
My order arrived late and cold. Prices were high.,3,My order arrived late and cold. Prices were high.,My order arrived late and cold. Prices were high.,NEGATIVE
An incredibly beautiful atmosphere with its historical texture and story. We preferred Roasted Meat on the Rice; it was delicious. Portions are very filling.,5,An incredibly beautiful atmosphere with its historical texture and story. We preferred Roasted Meat on the Rice; it was delicious. Portions are very filling.,An incredibly beautiful atmosphere with its historical texture and story. We preferred Roasted Meat on the Rice; it was delicious. Portions are very filling.,POSITIVE
This is a place we always go for peri peri burger and crispy ravioli. Thanks for the treats.,5,This is a place we always go for peri peri burger and crispy ravioli. Thanks for the treats.,This is a place we always go for peri peri burger and crispy ravioli. Thanks for the treats.,POSITIVE
We ordered the Cream Croissant. The chocolate was bitter and too liquid; I think it would be better if Nutella was applied. It was not a dessert worth the price. (145₺). They also forgot the tea I ordered.,2,We ordered the Cream Croissant. The chocolate was bitter and too liquid; I think it would be better if Nutella was applied. It was not a dessert worth the price. (145₺). They also forgot the tea I ordered.,We ordered the Cream Croissant. The chocolate was bitter and too liquid; I think it would be better if Nutella was applied. It was not a dessert worth the price. (145₺). They also forgot the tea I ordered.,NEGATIVE
It is much better decorated and the quality has been improved considerably. When you enter; a very pleasant cafe atmosphere and ambiance welcomes you. I recommend sitting close to the wood stove. We ordered breakfast and were satisfied. Toilets were very; very dirty.,3,It is much better decorated and the quality has been improved considerably. When you enter; a very pleasant cafe atmosphere and ambiance welcomes you. I recommend sitting close to the wood stove. We ordered breakfast and were satisfied. Toilets were very; very dirty.,It is much better decorated and the quality has been improved considerably. When you enter; a very pleasant cafe atmosphere and ambiance welcomes you. I recommend sitting close to the wood stove. We ordered breakfast and were satisfied. Toilets were very; very dirty.,POSITIVE
I drank Turkish coffee; it was good.,4,I drank <LOCATION_17> coffee; it was good.,I drank <LOCATION_17> coffee; it was good.,POSITIVE
The products were delicious; the atmosphere was nice. Prices are reasonable; service needs improvement.,4,The products were delicious; the atmosphere was nice. Prices are reasonable; service needs improvement.,The products were delicious; the atmosphere was nice. Prices are reasonable; service needs improvement.,POSITIVE
Great viewed restourant.,5,Great viewed restourant.,Great viewed restourant.,POSITIVE
I really liked the atmosphere. The breakfast was very good and worth the price. It is not very expensive; but it is not very affordable either; I think there are ideal prices. Desserts were also excellent.,5,I really liked the atmosphere. The breakfast was very good and worth the price. It is not very expensive; but it is not very affordable either; I think there are ideal prices. Desserts were also excellent.,I really liked the atmosphere. The breakfast was very good and worth the price. It is not very expensive; but it is not very affordable either; I think there are ideal prices. Desserts were also excellent.,POSITIVE
They are not good in hygiene; portions are big; taste is good; prices are above average.. View is good.,4,They are not good in hygiene; portions are big; taste is good; prices are above average.. View is good.,They are not good in hygiene; portions are big; taste is good; prices are above average.. View is good.,POSITIVE
Slow service; average taste.,3,Slow service; average taste.,Slow service; average taste.,NEGATIVE
In short; the plates brought to you are no different from the ones on the menu. Pizza is definitely in the top three I've ever eaten.,5,In short; the plates brought to you are no different from the ones on the menu. Pizza is definitely in the top three I've ever eaten.,In short; the plates brought to you are no different from the ones on the menu. Pizza is definitely in the top three I've ever eaten.,POSITIVE
It's a nice cafe. A little curly haired busboy there was very kind to us. The service was nice.,4,It's a nice cafe. A little curly haired busboy there was very kind to us. The service was nice.,It's a nice cafe. A little curly haired busboy there was very kind to us. The service was nice.,POSITIVE
We came across the Pavlova dish; it was delicious. Their fruit pasta wasn't bad either; but the kids really liked it. The staff is very caring and helpful.,4,We came across the Pavlova dish; it was delicious. Their fruit pasta wasn't bad either; but the kids really liked it. The staff is very caring and helpful.,We came across the Pavlova dish; it was delicious. Their fruit pasta wasn't bad either; but the kids really liked it. The staff is very caring and helpful.,POSITIVE
Izmir bomb was nice. The ice cream tasted like milk (not goat's milk) that I was not used to; but it didn't bother me.,4,Izmir bomb was nice. The ice cream tasted like milk (not goat's milk) that I was not used to; but it didn't bother me.,Izmir bomb was nice. The ice cream tasted like milk (not goat's milk) that I was not used to; but it didn't bother me.,NEGATIVE
I am attaching the photos I could take about the menu and its prices. Overall it wasn't bad.,4,I am attaching the photos I could take about the menu and its prices. Overall it wasn't bad.,I am attaching the photos I could take about the menu and its prices. Overall it wasn't bad.,POSITIVE
Although it is a classic; its products are ordinary. Prices are expensive for the quality.,2,Although it is a classic; its products are ordinary. Prices are expensive for the quality.,Although it is a classic; its products are ordinary. Prices are expensive for the quality.,NEGATIVE
Lemonade and desserts were terrific.,5,Lemonade and desserts were terrific.,Lemonade and desserts were terrific.,POSITIVE
Everything we ordered was excellent especially the Pavlova cake.,5,Everything we ordered was excellent especially the Pavlova cake.,Everything we ordered was excellent especially the Pavlova cake.,POSITIVE
Great ambiance.,4,Great ambiance.,Great ambiance.,POSITIVE
I tried Pavlova but it was not what I expected. But it could also be about my choice.,4,I tried Pavlova but it was not what I expected. But it could also be about my choice.,I tried Pavlova but it was not what I expected. But it could also be about my choice.,NEGATIVE
We tried Tripple Berry Cheesecake and Pistachio Ice Cream; Strawberry Ice Cream. It was a complete disappointment for us. Especially the pistachio ice cream was highly praised; we couldn't understand why he was bragging.,2,We tried Tripple Berry Cheesecake and Pistachio Ice Cream; Strawberry Ice Cream. It was a complete disappointment for us. Especially the pistachio ice cream was highly praised; we couldn't understand why he was bragging.,We tried Tripple Berry Cheesecake and Pistachio Ice Cream; Strawberry Ice Cream. It was a complete disappointment for us. Especially the pistachio ice cream was highly praised; we couldn't understand why he was bragging.,NEGATIVE
Menu was like that. Average business.,5,Menu was like that. Average business.,Menu was like that. Average business.,NEGATIVE
Prices too high Turkish coffee 42.5TL Salty cookies weak.,5,Prices too high <LOCATION_17> coffee 42.5TL Salty cookies weak.,Prices too high <LOCATION_17> coffee 42.5TL Salty cookies weak.,NEGATIVE
Spacious; clean and comfortable place. Employees concerned. We didn't wait long for the order. It was one of the best lahmacun I've ever eaten. Prices are affordable.,5,Spacious; clean and comfortable place. Employees concerned. We didn't wait long for the order. It was one of the best lahmacun I've ever eaten. Prices are affordable.,Spacious; clean and comfortable place. Employees concerned. We didn't wait long for the order. It was one of the best lahmacun I've ever eaten. Prices are affordable.,POSITIVE
It is a place that can be preferred for taste; but the appetizer variety is very weak. The toilets smelled.,3,It is a place that can be preferred for taste; but the appetizer variety is very weak. The toilets smelled.,It is a place that can be preferred for taste; but the appetizer variety is very weak. The toilets smelled.,NEGATIVE
The food is very delicious. I congratulate the value and sincerity of the employees in their work.,5,The food is very delicious. I congratulate the value and sincerity of the employees in their work.,The food is very delicious. I congratulate the value and sincerity of the employees in their work.,POSITIVE
The space is comfortable and spacious. The service is fast; the staff is concerned. There are many types of kebab. We ordered shish shish and Adana; the taste is satisfactory. Prices were like market average.,4,The space is comfortable and spacious. The service is fast; the staff is concerned. There are many types of kebab. We ordered shish shish and Adana; the taste is satisfactory. Prices were like market average.,The space is comfortable and spacious. The service is fast; the staff is concerned. There are many types of kebab. We ordered shish shish and Adana; the taste is satisfactory. Prices were like market average.,POSITIVE
Taste; hygiene; speed;service were all very good. I went for a late dinner; everything was very good.,5,Taste; hygiene; speed;service were all very good. I went for a late dinner; everything was very good.,Taste; hygiene; speed;service were all very good. I went for a late dinner; everything was very good.,POSITIVE
We came from out of town. Kebab and skewers were great; and the strained yogurt appetizer was delicious; we will definitely come to you next visit.,5,We came from out of town. Kebab and skewers were great; and the strained yogurt appetizer was delicious; we will definitely come to you next visit.,We came from out of town. Kebab and skewers were great; and the strained yogurt appetizer was delicious; we will definitely come to you next visit.,POSITIVE
The staff is very interested and fast; the environment is very nice; the food and appetizers are very tasty.,5,The staff is very interested and fast; the environment is very nice; the food and appetizers are very tasty.,The staff is very interested and fast; the environment is very nice; the food and appetizers are very tasty.,POSITIVE
I liked the kebab and salad; but I can't say the same for their appetizers. It was less in variety; unfortunately; it was unpleasant for those who came. The ambiance was great.,4,I liked the kebab and salad; but I can't say the same for their appetizers. It was less in variety; unfortunately; it was unpleasant for those who came. The ambiance was great.,I liked the kebab and salad; but I can't say the same for their appetizers. It was less in variety; unfortunately; it was unpleasant for those who came. The ambiance was great.,POSITIVE
It's delicious and the prices are reasonable. The appetizers are very filling and satisfying.,5,It's delicious and the prices are reasonable. The appetizers are very filling and satisfying.,It's delicious and the prices are reasonable. The appetizers are very filling and satisfying.,POSITIVE
We were satisfied with the food; but the toilets are very dirty; I am deducting points from this issue.,3,We were satisfied with the food; but the toilets are very dirty; I am deducting points from this issue.,We were satisfied with the food; but the toilets are very dirty; I am deducting points from this issue.,NEGATIVE
Three Portions of Adana Kebab on one skewer and 3 drinks for 106 TL. My expectation was higher in terms of taste; but I cannot say that I could fully find this expectation. But the side dishes were not bad.,4,Three Portions of Adana Kebab on one skewer and 3 drinks for 106 TL. My expectation was higher in terms of taste; but I cannot say that I could fully find this expectation. But the side dishes were not bad.,Three Portions of Adana Kebab on one skewer and 3 drinks for 106 TL. My expectation was higher in terms of taste; but I cannot say that I could fully find this expectation. But the side dishes were not bad.,POSITIVE
Highly recommend for a different and delicious experience. Being on the beach is very good as a place. Toilets are clean. No bad odor or irritating.,5,Highly recommend for a different and delicious experience. Being on the beach is very good as a place. Toilets are clean. No bad odor or irritating.,Highly recommend for a different and delicious experience. Being on the beach is very good as a place. Toilets are clean. No bad odor or irritating.,POSITIVE
Everything really appeals to both the eyes and the stomach. They have an incredibly beautiful and varied menu. Prices are reasonable according to the taste; quality and satiety of the menu.,5,Everything really appeals to both the eyes and the stomach. They have an incredibly beautiful and varied menu. Prices are reasonable according to the taste; quality and satiety of the menu.,Everything really appeals to both the eyes and the stomach. They have an incredibly beautiful and varied menu. Prices are reasonable according to the taste; quality and satiety of the menu.,POSITIVE
Every meal is a source of happiness at Magro. This time we tried chicken with almond sauce and Mac and cheese bolognese; it was delicious. Portions are very filling and very reasonable for the price.,5,Every meal is a source of happiness at Magro. This time we tried chicken with almond sauce and Mac and cheese bolognese; it was delicious. Portions are very filling and very reasonable for the price.,Every meal is a source of happiness at Magro. This time we tried chicken with almond sauce and Mac and cheese bolognese; it was delicious. Portions are very filling and very reasonable for the price.,POSITIVE
Magro is a really nice place in terms of design. I ate chicken broth soup; tomato soup; magro burger and grilled sea bass. Presentation; portion and taste are good. However; it is very expensive.Service sucks.,2,<LOCATION_51> is a really nice place in terms of design. I ate chicken broth soup; tomato soup; magro burger and grilled sea bass. Presentation; portion and taste are good. However; it is very <URL_1>rvice sucks.,<LOCATION_51> is a really nice place in terms of design. I ate chicken broth soup; tomato soup; magro burger and grilled sea bass. Presentation; portion and taste are good. However; it is very <URL_1>rvice sucks.,NEGATIVE
Unique in Alsancak Kordon.. Good food; especially chicken wrap is awesome.,4,Unique in <LOCATION_52>.. Good food; especially chicken wrap is awesome.,Unique in <LOCATION_52>.. Good food; especially chicken wrap is awesome.,POSITIVE
It is a classical home breakfast; so it is expensive for home breakfast.,3,It is a classical home breakfast; so it is expensive for home breakfast.,It is a classical home breakfast; so it is expensive for home breakfast.,NEGATIVE
Bad breakfast experince for me.,1,Bad breakfast experince for me.,Bad breakfast experince for me.,NEGATIVE
Everything I ate that in a super menu; was very good. I recommend this place to everyone.,5,Everything I ate that in a super menu; was very good. I recommend this place to everyone.,Everything I ate that in a super menu; was very good. I recommend this place to everyone.,POSITIVE
Great service; great food; everything is great!,5,Great service; great food; everything is great!,Great service; great food; everything is great!,POSITIVE
Nice and beautiful place. The breakfast spread was hearty and good. Prices are normal.,5,Nice and beautiful place. The breakfast spread was hearty and good. Prices are normal.,Nice and beautiful place. The breakfast spread was hearty and good. Prices are normal.,POSITIVE
Margarita pizza is pretty good. The atmosphere is also nice. Toilets are very clean.,4,Margarita pizza is pretty good. The atmosphere is also nice. Toilets are very clean.,Margarita pizza is pretty good. The atmosphere is also nice. Toilets are very clean.,POSITIVE
We came here for the first time; we just tried the doner; it was good; the treats were not bad; the staff was very interested.,5,We came here for the first time; we just tried the doner; it was good; the treats were not bad; the staff was very interested.,We came here for the first time; we just tried the doner; it was good; the treats were not bad; the staff was very interested.,POSITIVE
Lahmacun tasted good and was filling. Some of the ingredients used in the salad started to deteriorate.,3,Lahmacun tasted good and was filling. Some of the ingredients used in the salad started to deteriorate.,Lahmacun tasted good and was filling. Some of the ingredients used in the salad started to deteriorate.,POSITIVE
They've updated the prices and it's as if they have reduced the portions. It is irritating that the edges of the plates are broken.,3,They've updated the prices and it's as if they have reduced the portions. It is irritating that the edges of the plates are broken.,They've updated the prices and it's as if they have reduced the portions. It is irritating that the edges of the plates are broken.,NEGATIVE
Liked.,5,Liked.,Liked.,POSITIVE
I didn't like Iskender; the meat was not of good quality.,3,I didn't like Iskender; the meat was not of good quality.,I didn't like Iskender; the meat was not of good quality.,NEGATIVE
Even though it's not as good as it used to be; it's still my choice. I would be more satisfied if they boiled the stuffed meatballs.,3,Even though it's not as good as it used to be; it's still my choice. I would be more satisfied if they boiled the stuffed meatballs.,Even though it's not as good as it used to be; it's still my choice. I would be more satisfied if they boiled the stuffed meatballs.,POSITIVE
Good in general. Quality for Kızılay and its surroundings. Lahmacun doesn't taste old...,4,Good in general. Quality for <LOCATION_53> and its surroundings. Lahmacun doesn't taste old...,Good in general. Quality for <LOCATION_53> and its surroundings. Lahmacun doesn't taste old...,POSITIVE
I go here for the lahmacun; I haven't tried their other dishes; but the lahmacun is very good.,5,I go here for the lahmacun; I haven't tried their other dishes; but the lahmacun is very good.,I go here for the lahmacun; I haven't tried their other dishes; but the lahmacun is very good.,POSITIVE
I eat it by putting adana kebab in between the lahmacun. Legend is delicious; try it!,4,I eat it by putting adana kebab in between the lahmacun. Legend is delicious; try it!,I eat it by putting adana kebab in between the lahmacun. Legend is delicious; try it!,POSITIVE
Service is good. Lahmacun was delicious.,5,Service is good. Lahmacun was delicious.,Service is good. Lahmacun was delicious.,POSITIVE
Turkish meat doner was good; liked.,4,Turkish meat doner was good; liked.,Turkish meat doner was good; liked.,POSITIVE
"Service, respect, taste literally 10/10.",5,"Service, respect, taste literally <DATE_TIME_7>.","Service, respect, taste literally <DATE_TIME_7>.",POSITIVE
Definitely a good tripe soup; but I've had much better ones. Very clean place; prices are a bit expensive.,4,Definitely a good tripe soup; but I've had much better ones. Very clean place; prices are a bit expensive.,Definitely a good tripe soup; but I've had much better ones. Very clean place; prices are a bit expensive.,POSITIVE
In terms of taste; I can't say it's too good because we drink much better ones. As a business performance; even bread is sold for money alongside soup.,3,In terms of taste; I can't say it's too good because we drink much better ones. As a business performance; even bread is sold for money alongside soup.,In terms of taste; I can't say it's too good because we drink much better ones. As a business performance; even bread is sold for money alongside soup.,NEGATIVE
Portion is enough; taste is average; but unfortunately there is no hygiene. We sat in the garden but there was a heavy smell in the environment.,3,Portion is enough; taste is average; but unfortunately there is no hygiene. We sat in the garden but there was a heavy smell in the environment.,Portion is enough; taste is average; but unfortunately there is no hygiene. We sat in the garden but there was a heavy smell in the environment.,NEGATIVE
I found the trotter soup I was looking for; it was very nice; thank you. Employees are not friendly.,4,I found the trotter soup I was looking for; it was very nice; thank you. Employees are not friendly.,I found the trotter soup I was looking for; it was very nice; thank you. Employees are not friendly.,NEGATIVE
The trotter soup I drank here is among the top 3 soups I've had in my life. The food of the place is very delicious; the service is impeccable.,5,The trotter soup I drank here is among the top 3 soups I've had in my life. The food of the place is very delicious; the service is impeccable.,The trotter soup I drank here is among the top 3 soups I've had in my life. The food of the place is very delicious; the service is impeccable.,POSITIVE
The taste is excellent; the portion size is good; the price is a bit expensive.,5,The taste is excellent; the portion size is good; the price is a bit expensive.,The taste is excellent; the portion size is good; the price is a bit expensive.,POSITIVE
Amazing!,5,Amazing!,Amazing!,POSITIVE
The business demands money from everything; no treats!,4,The business demands money from everything; no treats!,The business demands money from everything; no treats!,NEGATIVE
Ankara's oldest and most beautiful soup restourant. Soups with very good hygiene can be eaten and drunk with peace of mind. Service is fast. Prices are a little high.,4,Ankara's oldest and most beautiful soup restourant. Soups with very good hygiene can be eaten and drunk with peace of mind. Service is fast. Prices are a little high.,Ankara's oldest and most beautiful soup restourant. Soups with very good hygiene can be eaten and **** with peace of mind. Service is fast. Prices are a little high.,POSITIVE
Clean and decent place. I think it would be better if the soup was hot and fresh if there were bread facilities that came with it.,4,Clean and decent place. I think it would be better if the soup was hot and fresh if there were bread facilities that came with it.,Clean and decent place. I think it would be better if the soup was hot and fresh if there were bread facilities that came with it.,NEGATIVE
The environment is clean and nice. The taste of the food was not bad either.,3,The environment is clean and nice. The taste of the food was not bad either.,The environment is clean and nice. The taste of the food was not bad either.,POSITIVE
I tried almost all of the dishes and they are very delicious; but the mushroom saute was a little oily; other than that; everything was delicious and good.. the staff were friendly and very kind.,5,I tried almost all of the dishes and they are very delicious; but the mushroom saute was a little oily; other than that; everything was delicious and good.. the staff were friendly and very kind.,I tried almost all of the dishes and they are very delicious; but the mushroom saute was a little oily; other than that; everything was delicious and good.. the staff were friendly and very kind.,POSITIVE
The service is good; the employees are concerned and smiling. Food is fresh delicious. I didn't like the Lahmacun very much.,3,The service is good; the employees are concerned and smiling. Food is fresh delicious. I didn't like the Lahmacun very much.,The service is good; the employees are concerned and smiling. Food is fresh delicious. I didn't like the Lahmacun very much.,POSITIVE
Portions are big. The flavors are nice. Service is fast. Prices are normal. I recommend.,5,Portions are big. The flavors are nice. Service is fast. Prices are normal. I recommend.,Portions are big. The flavors are nice. Service is fast. Prices are normal. I recommend.,POSITIVE
A successful business. It's pretty good in food. Prices could be a little more reasonable.,4,A successful business. It's pretty good in food. Prices could be a little more reasonable.,A successful business. It's pretty good in food. Prices could be a little more reasonable.,POSITIVE
The ingredients used in the dishes were of very high quality. Really clean; decent and beautiful place.,5,The ingredients used in the dishes were of very high quality. Really clean; decent and beautiful place.,The ingredients used in the dishes were of very high quality. Really clean; decent and beautiful place.,POSITIVE
The prices are reasonable and the food is delicious... The service staff is very caring and attentive...,4,The prices are reasonable and the food is delicious... The service staff is very caring and attentive...,The prices are reasonable and the food is delicious... The service staff is very caring and attentive...,POSITIVE
Don't be fooled by the menus seen in the pictures. It seems less and smaller. I did not like the business; I do not recommend.,1,Don't be fooled by the menus seen in the pictures. It seems less and smaller. I did not like the business; I do not recommend.,Don't be fooled by the menus seen in the pictures. It seems less and smaller. I did not like the business; I do not recommend.,NEGATIVE
Covered doner kebab pita is also really delicious in lahmacun with cubed cheddar... The attention and care of the employees is extraordinary.,5,Covered doner kebab pita is also really delicious in <LOCATION_54> with cubed cheddar... The attention and care of the employees is extraordinary.,Covered doner kebab pita is also really delicious in <LOCATION_54> with cubed cheddar... The attention and care of the employees is extraordinary.,POSITIVE
A delicious and clean place.,5,A delicious and clean place.,A delicious and clean place.,POSITIVE
Reviews are misleading; I definitely do not recommend. Too bad.,1,Reviews are misleading; I definitely do not recommend. Too bad.,Reviews are misleading; I definitely do not recommend. Too bad.,NEGATIVE
Meals were prepared neatly and cleanly. It was a pleasant dining experience in a decent place. Thank you very much.,5,Meals were prepared neatly and cleanly. It was a pleasant dining experience in a decent place. Thank you very much.,Meals were prepared neatly and cleanly. It was a pleasant dining experience in a decent place. Thank you very much.,POSITIVE
The appetizer plates were very nice; we were very pleased that we went. We ordered 6 types of appetizers; lahmacun and stuffed meatballs. For dessert; we ordered burma kadayif and künefe.,5,The appetizer plates were very nice; we were very pleased that we went. We ordered 6 types of appetizers; lahmacun and stuffed meatballs. For dessert; we ordered burma kadayif and künefe.,The appetizer plates were very nice; we were very pleased that we went. We ordered 6 types of appetizers; lahmacun and stuffed meatballs. For dessert; we ordered burma kadayif and künefe.,POSITIVE
The taste of the food was good; but the prices were high according to the portion. Waiters tend to take the plate as soon as they eat; so people cannot reach the satisfaction of eating.,3,The taste of the food was good; but the prices were high according to the portion. Waiters tend to take the plate as soon as they eat; so people cannot reach the satisfaction of eating.,The taste of the food was good; but the prices were high according to the portion. Waiters tend to take the plate as soon as they eat; so people cannot reach the satisfaction of eating.,NEGATIVE
I ate lahmacun; so it was good.,4,I ate lahmacun; so it was good.,I ate lahmacun; so it was good.,POSITIVE
